Year;pop;ISO3166_alpha3;ISO3166_numeric;biodiesel_cons_kbd;biodiesel_cons_kboed;biodiesel_cons_ktoe;biodiesel_cons_pj;biodiesel_prod_kbd;biodiesel_prod_kboed;biodiesel_prod_ktoe;biodiesel_prod_pj;biofuels_cons_ej;biofuels_cons_kbd;biofuels_cons_kboed;biofuels_cons_ktoe;biofuels_cons_mtoe;biofuels_cons_pj;biofuels_prod_kbd;biofuels_prod_kboed;biofuels_prod_ktoe;biofuels_prod_pj;biogeo_ej;biogeo_mtoe;biogeo_twh;co2_mtco2;coalcons_ej;coalcons_mtoe;coalprod_ej;coalprod_mt;coalprod_mtoe;cobalt_kt;elect_twh;electbyfuel_coal;electbyfuel_gas;electbyfuel_oil;ethanol_cons_kbd;ethanol_cons_kboed;ethanol_cons_ktoe;ethanol_cons_pj;ethanol_prod_kbd;ethanol_prod_kboed;ethanol_prod_ktoe;ethanol_prod_pj;gascons_bcfd;gascons_bcm;gascons_ej;gascons_mtoe;gasprod_bcfd;gasprod_bcm;gasprod_ej;gasprod_mtoe;gasreserves_tcm;graphite_kt;hydro_ej;hydro_mtoe;hydro_twh;liqcons_kbd;lithium_kt;nuclear_ej;nuclear_mtoe;nuclear_twh;oilcons_ej;oilcons_kbd;oilcons_mt;oilcons_mtoe;oilprod_crudecond_kbd;oilprod_kbd;oilprod_mt;oilprod_ngl_kbd;oilreserves_bbl;primary_ej;primary_gj_pc;primary_mtoe;rareearths_kt;refcap_kbd;refthru_kbd;ren_power_ej;ren_power_mtoe;ren_power_twh;renewables_ej;renewables_mtoe;solar_ej;solar_mtoe;solar_twh;wind_ej;wind_mtoe;wind_twh
1972;377,276314;;;;;;;;;;;0,00;;;;0,00;;;;;;0,07;1,65;6,93;3553,93;15,29;365,28;;;;;;;;;;;;;;;;;12,94;134,08;4,83;115,28;12,22;126,67;4,56;108,92;;;2,45;58,48;244,84;11940,85;;0,34;8,19;34,30;26,00;11940,85;610,91;621,03;;660,52;32,43;;;48,98;129,83;1169,91;;15218,00;;0,07;1,65;6,93;0,07;1,65;0,00;0,00;0,00;0,00;0,00;0,00
1973;379,649658;;;;;;;;;;;0,00;;;;0,00;;;;;;0,07;1,78;7,44;3731,26;15,31;365,70;;;;;;;;;;;;;;;;;14,89;153,90;5,54;132,33;13,89;143,52;5,17;123,41;;;2,44;58,17;243,53;12901,04;;0,40;9,57;40,07;28,02;12901,04;658,52;669,25;;665,03;32,49;;;51,78;136,39;1236,80;;16275,00;;0,07;1,78;7,44;0,07;1,78;0,00;0,00;0,00;0,00;0,00;0,00
1974;381,943994;;;;;;;;;;;0,00;;;;0,00;;;;;;0,08;1,87;7,83;3660,49;15,51;370,37;;;;;;;;;;;;;;;;;16,68;172,36;6,20;148,20;15,17;156,74;5,64;134,77;;;2,63;62,82;263,02;12142,23;;0,47;11,15;46,70;26,37;12142,23;619,78;629,84;;676,57;32,96;;;51,26;134,20;1224,25;;17138,00;;0,08;1,87;7,83;0,08;1,87;0,00;0,00;0,00;0,00;0,00;0,00
1975;384,134104;;;;;;;;;;;0,00;;;;0,00;;;;;;0,08;1,98;8,28;3591,70;15,01;358,44;;;;;;;;;;;;;;;;;17,98;185,79;6,69;159,75;15,78;163,05;5,87;140,20;;;2,65;63,27;264,91;11901,19;;0,79;18,76;78,56;25,77;11901,19;604,78;615,46;;679,93;32,89;;;50,98;132,72;1217,66;;18164,00;;0,08;1,98;8,28;0,08;1,98;0,00;0,00;0,00;0,00;0,00;0,00
1976;386,222163;;;;;;;;;;;0,00;;;;0,00;;;;;;0,08;1,98;8,31;3845,11;15,80;377,40;;;;;;;;;;;;;;;;;19,59;203,02;7,31;174,56;16,74;173,47;6,24;149,16;;;2,31;55,21;231,16;12792,11;;0,92;21,98;92,01;27,79;12792,11;652,17;663,72;;674,57;32,65;;;54,21;140,37;1294,86;;18999,00;;0,08;1,98;8,31;0,08;1,98;0,00;0,00;0,00;0,00;0,00;0,00
1977;388,210581;;;;;;;;;;;0,00;;;;0,00;;;;;;0,09;2,07;8,65;3828,62;15,74;375,93;;;;;;;;;;;;;;;;;20,47;211,54;7,62;181,89;16,95;175,20;6,31;150,65;;;3,08;73,47;307,59;12643,76;;1,13;27,06;113,31;27,33;12643,76;641,26;652,69;;663,82;31,95;;;54,98;141,62;1313,10;;18928,00;;0,09;2,07;8,65;0,09;2,07;0,00;0,00;0,00;0,00;0,00;0,00
1978;390,075677;;;;;;;;;;;0,00;;;;0,00;;;;;;0,09;2,18;9,12;3867,60;16,13;385,23;;;;;;;;;;;;;;;;;21,26;219,71;7,91;188,92;16,49;170,39;6,13;146,51;;;2,99;71,53;299,48;13449,54;;1,36;32,47;135,93;28,75;13449,54;671,92;686,77;;646,80;31,11;;;57,24;146,73;1367,09;;18799,00;;0,09;2,18;9,12;0,09;2,18;0,00;0,00;0,00;0,00;0,00;0,00
1979;391,788232;;;;;;;;;;;0,00;;;;0,00;;;;;;0,09;2,22;9,29;3990,96;16,71;399,04;;;;;;;;;;;;;;;;;22,24;229,88;8,28;197,66;16,56;171,16;6,16;147,17;;;3,14;74,98;313,92;13842,48;;1,52;36,38;152,31;29,57;13842,48;691,52;706,39;;623,87;29,96;;;59,31;151,39;1416,67;;18117,00;;0,09;2,22;9,29;0,09;2,22;0,00;0,00;0,00;0,00;0,00;0,01
1980;393,332275;;;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,48;10,39;3939,76;17,33;413,84;;;;;;;;;;;;;;;;;22,10;229,03;8,24;196,93;15,92;164,96;5,94;141,84;3,10;;2,98;71,11;297,71;13002,66;;1,85;44,22;185,13;27,80;13002,66;649,80;664,10;;608,26;29,29;;3,34;58,31;148,24;1392,68;;18016,00;12246,14;0,10;2,48;10,40;0,10;2,48;0,00;0,00;0,00;0,00;0,00;0,01
1981;394,696665;;;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,41;10,08;3758,25;16,89;403,47;14,80;1015,07;353,43;;;;;;;;;;;;;;21,81;225,39;8,11;193,80;15,63;161,51;5,81;138,88;3,01;;2,94;70,18;293,82;12176,31;;2,66;63,57;266,15;25,91;12176,31;604,72;618,74;;612,79;29,41;;3,12;56,61;143,43;1352,17;;17600,00;10986,93;0,10;2,41;10,09;0,10;2,41;0,00;0,00;0,00;0,00;0,00;0,01
1982;395,900132;;;;;;;;;;;0,00;;;;0,00;;;;;;0,09;2,22;9,29;3668,24;17,16;409,77;15,67;1064,43;374,26;;;;;;;;;;;;;;21,22;219,37;7,90;188,62;14,44;149,29;5,37;128,37;2,93;;2,89;69,00;288,89;11487,15;;2,91;69,45;290,77;24,33;11487,15;567,07;581,07;;663,65;31,88;;3,20;55,27;139,61;1320,13;;16195,00;10132,62;0,09;2,22;9,31;0,09;2,22;0,00;0,00;0,00;0,00;0,00;0,02
1983;396,993751;;;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,29;9,57;3621,23;17,30;413,32;15,48;1059,08;369,68;;;;;;;;;;;;;;22,03;227,69;8,20;195,78;14,82;153,17;5,51;131,70;3,01;;2,95;70,38;294,68;11208,30;;3,46;82,69;346,20;23,50;11208,30;548,07;561,36;;721,33;34,75;;3,79;55,51;139,82;1325,82;;15283,00;9770,80;0,10;2,29;9,60;0,10;2,29;0,00;0,00;0,00;0,00;0,01;0,03
1984;398,04792;;;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,38;9,95;3656,79;17,95;428,82;15,57;1095,49;371,96;;;;;;;;;;;;;;23,10;239,44;8,62;205,88;14,97;155,10;5,58;133,37;2,96;;2,99;71,38;298,87;10988,08;;4,52;107,87;451,62;23,00;10988,08;535,12;549,38;;725,18;35,04;;4,03;57,18;143,65;1365,72;;14642,00;9710,51;0,10;2,38;9,98;0,10;2,38;0,00;0,00;0,00;0,00;0,01;0,04
1985;406,781096;;;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,49;10,41;3790,10;18,45;440,79;16,02;1145,53;382,55;;2022,93;792,51;166,13;159,68;;;;;;;;;24,30;251,14;9,04;215,94;15,17;156,83;5,65;134,85;2,97;;3,05;72,89;305,17;11444,14;;5,55;132,48;554,67;23,89;11444,14;555,88;570,72;;749,43;36,15;;4,00;60,09;147,73;1435,32;;14241,00;9424,56;0,10;2,50;10,47;0,10;2,50;0,00;0,00;0,00;0,00;0,01;0,06
1986;407,939292;;;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,93;12,28;3801,28;17,99;429,66;15,96;1157,23;381,13;;2076,03;793,58;169,56;168,19;;;;;;;;;24,65;254,78;9,17;219,07;14,32;148,04;5,33;127,29;3,01;;2,88;68,86;288,30;11830,98;;6,11;145,84;610,61;24,70;11830,98;575,04;589,95;;767,21;37,06;;3,95;60,97;149,47;1456,34;;13955,00;10169,64;0,12;2,96;12,41;0,12;2,96;0,00;0,00;0,00;0,00;0,03;0,13
1987;409,119558;;;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,88;12,05;3843,86;18,16;433,70;15,70;1153,67;374,89;;2148,26;800,04;176,87;174,49;;;;;;;;;25,95;268,18;9,65;230,59;14,43;149,14;5,37;128,24;2,95;;3,17;75,61;316,57;11887,99;;6,36;151,89;635,93;24,77;11887,99;575,96;591,53;;785,03;37,90;;3,82;62,23;152,10;1486,24;;13845,00;9982,44;0,12;2,92;12,24;0,12;2,92;0,00;0,00;0,00;0,00;0,05;0,19
1988;410,319866;;;;;;;;;;;0,00;;;;0,00;;;;;;0,13;3,06;12,82;3813,68;17,92;428,05;15,49;1144,53;369,96;;2198,40;795,28;176,54;159,88;;;;;;;;;25,85;267,92;9,65;230,37;13,44;139,29;5,01;119,77;2,92;;3,34;79,82;334,20;11926,21;;6,84;163,37;684,00;24,85;11926,21;577,35;593,48;;795,31;38,55;;3,98;62,73;152,88;1498,24;;13698,00;10285,85;0,13;3,14;13,15;0,13;3,14;0,00;0,00;0,00;0,00;0,08;0,33
1989;411,529973;;;;;;;;;;;0,00;;;;0,00;;;;;;0,13;3,02;12,66;3836,16;17,97;429,13;14,83;1122,22;354,25;;2249,43;822,56;193,12;186,95;;;;;;;;;26,84;277,36;9,99;238,49;13,89;143,54;5,17;123,43;2,89;;2,73;65,19;272,94;11950,52;;7,21;172,26;721,21;24,89;11950,52;578,06;594,49;;780,85;37,68;;3,88;62,92;152,88;1502,71;;13511,00;10399,61;0,13;3,15;13,17;0,13;3,15;0,00;0,00;0,01;0,01;0,12;0,51
1990;419,520685;;;0,14;0,12;6,34;0,27;0,14;0,12;6,30;0,26;0,00;0,14;0,12;6,34;0,01;0,27;0,14;0,12;6,30;0,26;0,17;4,14;17,34;3754,04;16,34;390,30;13,37;987,28;319,29;;2275,18;833,75;185,08;187,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,18;291,30;10,49;250,48;13,80;142,60;5,13;122,62;3,20;;2,85;68,02;284,81;12253,53;;7,29;174,12;729,01;25,43;12253,39;591,63;607,28;;787,73;38,09;;4,24;62,57;149,15;1494,54;;13706,00;10443,24;0,18;4,33;18,13;0,18;4,34;0,00;0,00;0,01;0,01;0,18;0,77
1991;420,738738;;;0,15;0,13;7,04;0,29;0,15;0,13;6,90;0,29;0,00;0,15;0,13;7,04;0,01;0,29;0,15;0,13;6,90;0,29;0,18;4,26;17,83;3684,29;15,40;367,77;12,07;877,45;288,25;;2317,89;831,36;184,89;201,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,85;298,21;10,74;256,41;14,45;149,36;5,38;128,43;3,16;;2,98;71,28;298,44;12269,37;;7,49;178,97;749,33;25,48;12269,22;592,43;608,47;;772,47;37,31;;4,32;62,28;148,01;1487,41;;13848,00;10356,89;0,19;4,49;18,81;0,19;4,50;0,00;0,00;0,01;0,01;0,23;0,97
1992;421,963876;;;0,32;0,28;14,78;0,62;0,33;0,28;15,15;0,63;0,00;0,50;0,38;20,15;0,02;0,84;0,41;0,33;17,40;0,73;0,19;4,47;18,72;3559,33;14,34;342,40;11,51;825,48;274,83;;2303,61;802,67;174,13;209,96;0,18;0,10;5,38;0,23;0,08;0,04;2,26;0,09;27,82;288,37;10,38;247,95;14,22;147,33;5,30;126,68;3,08;;3,11;74,19;310,63;12302,62;;7,50;179,22;750,38;25,55;12302,11;594,14;610,37;;764,80;36,99;;3,95;61,09;144,76;1458,99;;13658,00;10414,80;0,20;4,83;20,24;0,20;4,86;0,00;0,01;0,02;0,02;0,36;1,50
1993;423,120837;;;0,52;0,45;23,78;1,00;0,55;0,47;24,98;1,05;0,00;1,35;0,90;48,17;0,05;2,02;1,17;0,81;43,23;1,81;0,21;4,91;20,56;3500,97;13,70;327,13;10,81;784,87;258,22;;2304,05;780,41;179,42;195,30;0,83;0,46;24,39;1,02;0,62;0,34;18,25;0,76;28,46;294,19;10,59;252,96;14,56;150,48;5,42;129,39;3,00;;3,19;76,09;318,56;12129,43;;7,73;184,61;772,91;25,17;12128,09;584,93;601,11;;761,01;36,70;;3,61;60,60;143,22;1447,34;;13509,00;10591,04;0,23;5,41;22,65;0,23;5,46;0,00;0,01;0,03;0,02;0,49;2,07
1994;424,108292;;;2,35;2,01;107,16;4,49;2,10;1,79;95,62;4,00;0,01;3,19;2,48;132,08;0,13;5,53;2,94;2,26;120,44;5,04;0,21;5,09;21,29;3453,54;13,38;319,58;10,36;757,73;247,54;;2339,19;794,45;188,87;199,60;0,84;0,47;24,92;1,04;0,84;0,47;24,83;1,04;28,12;290,60;10,46;249,87;14,07;145,45;5,24;125,06;2,94;;3,28;78,33;327,97;12203,41;;7,71;184,10;770,80;25,28;12200,22;587,55;603,83;;797,60;38,50;;3,68;60,36;142,31;1441,56;;13526,00;10880,04;0,24;5,72;23,96;0,25;5,85;0,00;0,01;0,03;0,03;0,63;2,63
1995;424,865871;;;4,01;3,43;183,18;7,67;4,13;3,53;188,27;7,88;0,01;4,84;3,89;207,46;0,21;8,69;4,96;3,99;212,78;8,91;0,23;5,59;23,40;3513,08;13,22;315,64;10,35;746,13;247,28;;2409,56;810,02;204,02;211,51;0,82;0,46;24,29;1,02;0,83;0,46;24,51;1,03;30,46;314,80;11,33;270,68;14,27;147,47;5,31;126,80;2,87;;3,27;78,09;326,96;12487,21;;7,93;189,34;792,73;25,83;12482,38;600,56;617,04;;780,70;37,66;;3,79;61,86;145,59;1477,42;;13476,00;10961,48;0,27;6,43;26,91;0,28;6,63;0,00;0,01;0,04;0,03;0,83;3,47
1996;425,342466;;;5,83;4,98;266,55;11,16;5,90;5,04;269,82;11,30;0,01;7,14;5,71;305,55;0,31;12,79;7,21;5,77;308,70;12,92;0,23;5,58;23,34;3608,93;13,24;316,30;10,11;740,48;241,51;;2491,51;829,31;228,18;208,24;1,32;0,73;39,00;1,63;1,31;0,73;38,89;1,63;33,00;341,97;12,31;294,04;15,21;157,65;5,68;135,55;2,80;;3,25;77,73;325,43;12695,74;;8,33;198,95;832,97;26,33;12688,60;612,14;628,85;;775,12;37,51;;3,73;63,76;149,90;1522,81;;13470,00;11248,99;0,28;6,62;27,73;0,29;6,93;0,00;0,01;0,05;0,04;1,04;4,34
1997;425,591139;;;7,95;6,80;362,56;15,18;7,44;6,36;339,49;14,21;0,02;9,81;7,83;417,67;0,42;17,49;9,26;7,37;393,27;16,47;0,28;6,66;27,89;3557,07;12,85;306,84;10,00;710,78;238,74;;2507,60;804,22;249,22;204,04;1,87;1,03;55,10;2,31;1,82;1,01;53,78;2,25;32,20;332,81;11,98;286,16;14,09;145,65;5,24;125,23;2,77;;3,35;79,95;334,73;12857,30;;8,40;200,56;839,69;26,56;12847,49;617,78;634,44;;786,37;37,96;;3,51;63,50;149,20;1516,63;;13652,00;11477,12;0,35;8,26;34,57;0,36;8,68;0,00;0,01;0,06;0,07;1,58;6,63
1998;425,782096;;;7,12;6,09;324,89;13,60;6,83;5,84;311,54;13,04;0,02;9,27;7,28;388,21;0,39;16,25;8,97;7,02;374,68;15,69;0,32;7,53;31,51;3573,26;12,27;293,14;8,93;647,10;213,19;;2562,38;808,45;272,66;211,19;2,15;1,19;63,32;2,65;2,14;1,18;63,13;2,64;33,09;341,96;12,31;294,03;13,46;139,11;5,01;119,62;2,67;;3,46;82,57;345,72;13212,00;;8,34;199,08;833,52;27,35;13202,74;636,03;653,21;;776,79;37,52;;3,60;64,16;150,69;1532,43;;13685,00;12047,83;0,42;10,00;41,88;0,44;10,39;0,00;0,02;0,08;0,10;2,46;10,29
1999;426,150473;;;8,28;7,08;377,56;15,81;8,12;6,95;370,51;15,51;0,02;10,29;8,19;437,05;0,44;18,30;10,11;8,04;429,13;17,97;0,32;7,71;32,29;3522,17;11,69;279,31;8,58;623,92;204,84;;2587,30;790,16;310,78;197,28;2,02;1,12;59,49;2,49;1,99;1,10;58,62;2,45;33,92;350,54;12,62;301,41;12,90;133,34;4,80;114,66;2,66;;3,44;82,05;343,54;13135,67;;8,48;202,66;848,49;27,15;13125,38;630,96;648,37;;803,71;38,85;;3,80;63,86;149,84;1525,16;;13805,00;11414,83;0,46;10,92;45,72;0,48;11,36;0,00;0,02;0,08;0,13;3,19;13,35
2000;426,858604;;;13,65;11,67;624,36;26,14;13,95;11,93;638,03;26,71;0,03;15,62;12,76;682,58;0,68;28,58;15,96;13,04;697,68;29,21;0,36;8,55;35,78;3513,96;11,85;283,11;8,26;622,81;197,37;;2660,59;828,56;329,78;173,82;1,97;1,09;58,22;2,44;2,02;1,12;59,65;2,50;34,63;358,88;12,92;308,58;12,53;129,85;4,67;111,65;2,55;;3,56;85,08;356,19;12924,63;;8,60;205,44;860,15;26,79;12909,01;621,97;639,87;819,07;852,05;41,46;32,98;3,93;64,33;150,70;1536,46;;13840,00;11525,91;0,57;13,69;57,34;0,60;14,38;0,00;0,03;0,12;0,21;5,12;21,44
2001;427,972464;;;16,18;13,84;738,17;30,91;17,34;14,83;791,03;33,12;0,03;18,00;14,85;791,98;0,79;33,16;19,73;16,15;861,63;36,07;0,37;8,91;37,56;3571,29;11,82;282,36;8,15;631,41;194,55;;2734,90;829,25;352,59;169,93;1,82;1,01;53,81;2,25;2,39;1,32;70,59;2,96;35,93;371,33;13,37;319,28;12,82;132,46;4,77;113,89;2,47;;3,73;89,16;375,74;13131,32;;8,83;210,98;889,12;27,17;13113,31;630,83;648,84;794,05;830,26;40,27;36,21;4,05;65,59;153,25;1566,51;;13940,00;11571,51;0,63;15,08;63,57;0,66;15,88;0,00;0,04;0,15;0,26;6,14;25,86
2002;429,423832;;;20,05;17,15;914,71;38,30;21,97;18,79;1002,28;41,96;0,04;24,43;19,57;1043,82;1,04;43,70;26,95;21,54;1149,22;48,12;0,42;10,08;42,74;3574,00;11,89;283,91;8,12;633,00;193,86;;2755,63;843,38;375,31;185,64;4,38;2,42;129,11;5,41;4,98;2,75;146,93;6,15;36,19;374,00;13,46;321,58;12,65;130,70;4,71;112,38;2,37;;3,12;74,59;316,39;13052,93;;8,91;212,79;902,57;26,98;13028,50;626,61;644,33;859,48;897,61;43,57;38,13;3,33;65,17;151,77;1556,66;;13996,50;11319,93;0,77;18,40;78,05;0,81;19,44;0,00;0,06;0,25;0,35;8,26;35,05
2003;431,075385;;;24,75;21,17;1129,35;47,28;26,09;22,31;1190,31;49,84;0,05;30,81;24,52;1308,05;1,31;54,77;34,72;27,08;1444,76;60,49;0,48;11,47;48,96;3667,80;12,29;293,58;8,09;635,91;193,34;;2839,02;887,08;421,66;166,23;6,06;3,35;178,71;7,48;8,63;4,77;254,45;10,65;38,14;394,19;14,19;338,95;12,26;126,72;4,56;108,96;2,23;;3,00;71,69;306,02;13105,48;;8,90;212,57;907,42;27,09;13074,67;629,50;647,07;856,13;890,18;43,28;34,05;3,36;66,44;154,12;1586,79;;14254,50;11707,10;0,91;21,63;92,33;0,96;22,94;0,00;0,10;0,44;0,42;10,05;42,92
2004;432,723113;;;34,10;29,16;1559,95;65,31;39,47;33,76;1805,73;75,60;0,07;40,40;32,64;1746,28;1,75;73,11;51,61;40,47;2164,97;90,64;0,57;13,60;58,43;3685,84;12,08;288,51;7,85;623,70;187,51;;2911,66;873,33;460,55;147,43;6,30;3,48;186,33;7,80;12,14;6,72;359,24;15,04;39,06;404,81;14,57;348,07;13,27;137,56;4,95;118,28;2,15;;3,17;75,65;325,00;13163,05;;9,05;216,20;928,87;27,26;13122,65;633,67;650,99;857,12;891,73;43,44;34,61;3,26;67,33;155,60;1608,21;;14268,48;11922,46;1,13;27,03;116,15;1,20;28,78;0,01;0,17;0,72;0,56;13,27;56,99
2005;434,216052;;;53,74;45,96;2452,05;102,66;55,89;47,80;2549,93;106,76;0,13;72,22;56,18;2996,97;3,00;125,48;70,02;55,61;2966,88;124,22;0,64;15,36;66,41;3673,70;11,68;278,94;7,74;615,47;184,94;;2928,90;846,42;515,89;141,96;18,47;10,21;544,92;22,81;14,13;7,82;416,94;17,46;40,51;418,69;15,07;360,01;12,50;129,21;4,65;111,10;2,06;;2,98;71,10;307,42;13252,59;;8,88;212,01;916,64;27,32;13180,38;635,44;652,62;836,32;867,21;42,14;30,89;3,15;67,37;155,14;1609,00;;14386,67;12036,47;1,31;31,32;135,42;1,44;34,32;0,01;0,34;1,45;0,65;15,63;67,56
2006;435,515041;;;81,99;70,12;3740,63;156,61;75,12;64,24;3427,20;143,49;0,19;110,59;85,94;4584,42;4,58;191,94;99,09;77,50;4134,33;173,10;0,73;17,39;75,67;3707,58;12,00;286,51;7,60;609,16;181,49;;2973,93;854,91;542,30;130,02;28,60;15,82;843,79;35,33;23,97;13,26;707,13;29,61;40,38;417,37;15,03;358,87;12,34;127,50;4,59;109,63;1,94;;2,99;71,48;310,99;13284,68;;8,80;210,24;914,77;27,34;13174,09;636,10;653,03;775,60;804,34;39,12;28,74;3,02;67,85;155,80;1620,63;;14439,31;11869,06;1,50;35,91;156,24;1,70;40,49;0,02;0,57;2,48;0,75;17,95;78,10
2007;436,657727;;;113,39;96,98;5173,46;216,60;103,94;88,89;4742,22;198,55;0,26;150,56;117,53;6270,00;6,27;262,51;132,64;104,76;5588,72;233,99;0,81;19,28;84,42;3650,92;12,11;289,12;7,37;600,29;176,05;;2987,46;870,67;573,00;109,30;37,17;20,55;1096,54;45,91;28,70;15,87;846,50;35,44;39,72;410,50;14,78;352,97;11,62;120,07;4,32;103,24;1,83;;2,96;70,58;309,04;13081,46;;8,34;199,28;872,51;26,76;12930,90;621,95;639,11;739,52;764,30;37,24;24,78;2,97;66,99;153,42;1600,11;;14236,20;11731,33;1,79;42,78;187,30;2,05;49,05;0,04;0,86;3,76;0,95;22,64;99,12
2008;437,662611;;;141,40;120,93;6469,10;270,85;133,76;114,39;6119,39;256,21;0,35;201,36;154,08;8242,52;8,24;345,10;177,49;138,58;7413,10;310,37;0,89;21,36;94,13;3579,56;11,23;268,11;7,00;579,20;167,26;;2999,75;794,84;614,46;101,74;59,95;33,15;1773,42;74,25;43,73;24,18;1293,70;54,16;40,40;418,71;15,07;360,02;12,24;126,85;4,57;109,07;1,72;;3,11;74,28;327,24;12962,11;;8,41;200,94;885,26;26,50;12760,75;616,10;632,83;683,96;708,72;34,61;24,76;2,64;66,70;152,39;1592,99;;13990,06;11713,23;2,03;48,57;213,99;2,38;56,81;0,07;1,69;7,44;1,07;25,52;112,42
2009;438,572266;;;166,61;142,49;7601,48;318,26;169,27;144,77;7722,90;323,34;0,41;238,48;182,23;9721,55;9,72;407,02;222,10;173,98;9281,33;388,59;0,97;23,27;103,16;3310,05;9,96;237,88;6,56;555,19;156,62;;2847,60;733,26;566,56;93,74;71,87;39,74;2120,07;88,76;52,83;29,21;1558,43;65,25;38,06;393,33;14,16;338,20;11,38;117,64;4,24;101,15;1,74;;3,12;74,47;330,14;12320,77;;7,79;186,14;825,18;24,99;12082,29;580,47;596,92;627,83;649,69;31,67;21,85;3,21;62,70;142,97;1497,65;;13791,10;10866,27;2,27;54,32;240,81;2,68;64,04;0,13;3,18;14,11;1,17;27,87;123,55
2010;439,419089;;;198,12;169,44;9038,97;378,44;193,43;165,43;8825,11;369,49;0,48;283,68;216,75;11563,06;11,56;484,12;253,21;198,48;10588,58;443,32;1,10;26,30;117,32;3386,37;10,44;249,43;6,45;544,42;154,16;;2982,61;738,47;589,17;82,61;85,56;47,31;2524,09;105,68;59,78;33,06;1763,48;73,83;40,91;422,81;15,22;363,55;12,15;125,57;4,52;107,97;1,64;;3,50;83,60;372,87;12281,63;;8,02;191,51;854,22;24,78;11997,95;575,01;591,74;605,89;625,69;30,48;19,81;3,19;65,07;148,08;1554,10;;13543,51;10841,41;2,63;62,71;279,69;3,11;74,27;0,22;5,18;23,11;1,31;31,22;139,26
2011;440,190301;;;215,31;184,13;9823,14;411,28;181,94;155,60;8301,01;347,55;0,52;303,27;232,78;12418,08;12,42;519,92;253,71;195,29;10418,17;436,19;1,17;27,90;125,22;3300,25;10,75;256,78;6,57;571,18;156,81;;2931,26;761,22;554,78;70,69;87,96;48,64;2594,94;108,65;71,77;39,69;2117,17;88,64;37,64;389,04;14,01;334,52;11,36;117,45;4,23;100,99;1,55;;2,87;68,44;307,14;11935,12;;7,82;186,74;838,03;24,02;11631,85;557,65;573,75;581,37;599,75;29,23;18,39;3,08;63,12;143,38;1507,50;;13431,73;10452,38;3,13;74,86;335,98;3,65;87,28;0,43;10,31;46,25;1,53;36,66;164,51
2012;440,87115;;;242,37;207,28;11088,30;464,25;193,67;165,63;8860,11;370,95;0,57;329,08;255,23;13653,17;13,65;571,63;273,91;210,00;11233,87;470,34;1,29;30,89;139,48;3218,74;10,70;255,67;6,59;573,54;157,29;;2932,26;773,28;482,59;72,18;86,71;47,95;2564,87;107,39;80,25;44,37;2373,77;99,38;36,88;382,17;13,76;328,61;10,99;113,94;4,10;97,97;1,29;;3,07;73,30;330,96;11482,88;;7,53;179,88;812,20;23,05;11153,80;534,56;550,47;555,53;572,12;27,99;16,59;2,92;62,36;141,45;1489,45;;13142,55;10513,22;3,68;87,86;396,72;4,25;101,52;0,65;15,47;69,85;1,74;41,50;187,39
2013;441,491412;;;211,14;180,57;9632,82;403,31;207,15;177,16;9450,80;395,69;0,50;289,00;223,62;11929,73;11,93;499,47;289,53;222,71;11881,27;497,44;1,35;32,23;146,40;3147,05;10,50;250,77;6,24;545,46;149,12;;2912,91;759,44;414,31;60,80;77,86;43,06;2296,92;96,17;82,39;45,56;2430,46;101,76;36,23;374,51;13,48;322,02;11,02;113,93;4,10;97,96;1,22;;3,38;80,74;366,74;11243,29;;7,43;177,54;806,49;22,47;10954,29;519,96;536,68;546,08;560,13;27,36;14,06;2,82;61,82;140,02;1476,47;;12777,23;10004,75;4,05;96,80;439,73;4,55;108,73;0,77;18,45;83,81;1,93;46,12;209,52
2014;442,091258;;;231,71;198,16;10571,32;442,60;235,46;201,37;10742,63;449,77;0,54;309,18;241,00;12856,90;12,86;538,29;317,61;246,80;13165,91;551,23;1,40;33,39;152,60;2982,41;10,00;238,89;5,99;528,05;143,01;;2851,05;722,40;357,20;57,61;77,48;42,84;2285,58;95,69;82,15;45,42;2423,28;101,46;32,06;331,38;11,93;284,93;9,67;99,92;3,60;85,92;1,10;;3,38;80,73;368,92;11056,91;;7,45;177,86;812,81;22,02;10747,72;509,03;525,89;539,84;552,45;26,98;12,61;2,75;59,59;134,79;1423,30;;12823,98;10029,15;4,28;102,15;466,80;4,81;115,00;0,86;20,44;93,43;2,02;48,31;220,77
