Year;pop;ISO3166_alpha3;ISO3166_numeric;biodiesel_cons_kbd;biodiesel_cons_kboed;biodiesel_cons_ktoe;biodiesel_cons_pj;biodiesel_prod_kbd;biodiesel_prod_kboed;biodiesel_prod_ktoe;biodiesel_prod_pj;biofuels_cons_ej;biofuels_cons_kbd;biofuels_cons_kboed;biofuels_cons_ktoe;biofuels_cons_mtoe;biofuels_cons_pj;biofuels_prod_kbd;biofuels_prod_kboed;biofuels_prod_ktoe;biofuels_prod_pj;biogeo_ej;biogeo_mtoe;biogeo_twh;co2_mtco2;coalcons_ej;coalcons_mtoe;coalprod_ej;coalprod_mt;coalprod_mtoe;cobalt_kt;elect_twh;electbyfuel_coal;electbyfuel_gas;electbyfuel_oil;ethanol_cons_kbd;ethanol_cons_kboed;ethanol_cons_ktoe;ethanol_cons_pj;ethanol_prod_kbd;ethanol_prod_kboed;ethanol_prod_ktoe;ethanol_prod_pj;gascons_bcfd;gascons_bcm;gascons_ej;gascons_mtoe;gasprod_bcfd;gasprod_bcm;gasprod_ej;gasprod_mtoe;gasreserves_tcm;graphite_kt;hydro_ej;hydro_mtoe;hydro_twh;liqcons_kbd;lithium_kt;nuclear_ej;nuclear_mtoe;nuclear_twh;oilcons_ej;oilcons_kbd;oilcons_mt;oilcons_mtoe;oilprod_crudecond_kbd;oilprod_kbd;oilprod_mt;oilprod_ngl_kbd;oilreserves_bbl;primary_ej;primary_gj_pc;primary_mtoe;rareearths_kt;refcap_kbd;refthru_kbd;ren_power_ej;ren_power_mtoe;ren_power_twh;renewables_ej;renewables_mtoe;solar_ej;solar_mtoe;solar_twh;wind_ej;wind_mtoe;wind_twh
2005;75,523576;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;147,13;0,04;0,85;;;;;104,95;0,00;76,79;15,00;;;;;;;;;2,94;30,42;1,09;26,15;3,96;40,91;1,47;35,17;1,82;;0,12;2,92;12,64;608,22;;0,00;0,00;0,00;1,26;608,22;29,33;30,04;633,70;671,84;33,17;38,14;3,72;2,52;33,31;60,08;;810,00;633,05;0,00;0,12;0,51;0,00;0,12;0,00;0,00;0,00;0,00;0,12;0,51
2006;76,87367;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;150,13;0,04;0,85;;;;;111,66;0,00;83,06;15,21;;;;;;;;;3,40;35,13;1,26;30,21;5,09;52,65;1,90;45,27;1,91;;0,12;2,94;12,78;586,59;;0,00;0,00;0,00;1,20;586,59;27,82;28,59;623,06;678,67;33,16;55,62;3,72;2,63;34,16;62,73;;810,00;630,62;0,01;0,14;0,61;0,01;0,14;0,00;0,00;0,00;0,01;0,14;0,61
2007;78,232124;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;159,41;0,03;0,77;;;;;119,87;0,00;89,21;15,77;;;;;;;;;3,57;36,92;1,33;31,75;5,19;53,60;1,93;46,09;1,99;;0,14;3,25;14,22;628,55;;0,00;0,00;0,00;1,28;628,55;29,81;30,64;637,74;698,44;33,81;60,70;4,07;2,79;35,62;66,56;;810,00;653,25;0,01;0,15;0,66;0,01;0,15;0,00;0,00;0,00;0,01;0,15;0,66
2008;79,636081;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;167,38;0,03;0,70;;;;;128,79;0,00;93,73;19,03;;;;;;;;;3,79;39,31;1,42;33,80;5,48;56,76;2,04;48,80;2,07;;0,14;3,43;15,10;660,08;;0,00;0,00;0,00;1,34;660,08;31,16;32,11;650,65;715,30;34,65;64,66;4,20;2,94;36,93;70,24;;810,00;616,98;0,01;0,21;0,93;0,01;0,21;0,00;0,00;0,00;0,01;0,21;0,93
2009;81,134789;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;176,12;0,03;0,62;;;;;134,27;0,00;96,17;23,28;;;;;;;;;3,96;40,94;1,47;35,21;5,84;60,34;2,17;51,88;2,11;;0,13;3,11;13,77;710,11;;0,00;0,00;0,00;1,45;710,11;33,55;34,55;664,52;729,99;35,26;65,47;4,40;3,09;38,04;73,71;;810,00;597,87;0,01;0,23;1,04;0,01;0,23;0,00;0,00;0,00;0,01;0,23;1,04
2010;82,761244;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;186,81;0,02;0,46;;;;;144,43;0,00;107,93;22,11;;;;;;;;;4,20;43,42;1,56;37,33;5,71;59,02;2,12;50,75;2,13;;0,12;2,90;12,95;748,94;;0,00;0,00;0,00;1,52;748,94;35,32;36,41;663,32;724,66;35,03;61,34;4,50;3,24;39,17;77,44;;810,00;579,71;0,01;0,32;1,43;0,01;0,32;0,00;0,01;0,03;0,01;0,32;1,41
2011;84,529251;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;188,33;0,02;0,44;;;;;149,56;0,00;115,72;19,12;;;;;;;;;4,62;47,76;1,72;41,07;5,72;59,14;2,13;50,85;2,11;;0,12;2,89;12,99;707,48;;0,00;0,00;0,00;1,43;707,48;32,96;34,10;649,19;714,34;34,60;65,15;4,30;3,30;39,07;78,89;;810,00;523,32;0,02;0,39;1,74;0,02;0,39;0,00;0,05;0,24;0,01;0,33;1,49
2012;86,42224;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;198,63;0,02;0,39;;;;;162,83;0,00;124,36;23,60;;;;;;;;;4,89;50,64;1,82;43,54;5,65;58,60;2,11;50,39;2,10;;0,12;2,89;13,03;732,54;;0,00;0,00;0,00;1,49;732,54;34,50;35,65;649,37;715,30;34,73;65,92;4,20;3,47;40,15;82,88;;810,00;533,91;0,02;0,41;1,84;0,02;0,41;0,00;0,11;0,50;0,01;0,30;1,34
2013;88,404652;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;201,85;0,02;0,39;;;;;165,06;0,00;120,33;29,89;;;;;;;;;4,79;49,50;1,78;42,56;5,22;53,96;1,94;46,40;2,10;;0,12;2,91;13,24;743,40;;0,00;0,00;0,00;1,51;743,40;35,01;36,14;643,08;709,81;34,36;66,74;3,90;3,45;39,01;82,36;;810,00;514,06;0,01;0,35;1,60;0,01;0,35;0,00;0,01;0,03;0,01;0,35;1,58
2014;90,424668;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;207,45;0,02;0,39;;;;;171,23;0,00;121,38;35,10;;;;;;;;;4,47;46,22;1,66;39,74;4,54;46,96;1,69;40,38;2,10;;0,12;2,97;13,59;795,09;;0,00;0,00;0,00;1,63;795,09;37,68;38,85;667,40;714,45;35,14;47,05;3,68;3,44;38,06;82,21;;810,00;530,45;0,01;0,26;1,17;0,01;0,26;0,00;0,03;0,14;0,01;0,22;1,03
2015;92,442549;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;210,92;0,03;0,80;;;;;181,84;0,00;126,44;39,78;;;;;;;;;4,45;46,02;1,66;39,57;4,12;42,59;1,53;36,62;2,01;;0,12;2,98;13,68;819,81;;0,00;0,00;0,00;1,68;819,81;39,02;40,24;662,02;726,25;35,43;64,23;3,47;3,52;38,05;84,01;;810,00;530,17;0,02;0,42;1,94;0,02;0,42;0,00;0,01;0,04;0,02;0,41;1,89
2016;94,447071;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;219,54;0,05;1,22;;;;;188,19;0,00;135,77;36,60;;;;;;;;;4,76;49,35;1,78;42,44;3,88;40,25;1,45;34,61;2,14;;0,12;2,85;13,20;839,83;;0,00;0,00;0,00;1,72;839,83;39,86;41,17;631,36;691,39;33,84;60,03;3,38;3,69;39,12;88,25;;810,00;508,69;0,02;0,57;2,63;0,02;0,57;0,00;0,05;0,23;0,02;0,52;2,40
2017;96,44259;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;221,99;0,05;1,20;;;;;193,21;0,00;150,08;27,63;;;;;;;;;5,41;55,93;2,01;48,09;4,72;48,81;1,76;41,97;2,14;;0,12;2,75;12,79;786,41;;0,00;0,00;0,00;1,60;786,41;36,80;38,10;602,90;660,20;32,18;57,30;3,33;3,80;39,39;90,73;;810,00;508,08;0,02;0,58;2,71;0,02;0,58;0,01;0,13;0,60;0,02;0,45;2,11
2018;98,423602;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;222,85;0,09;2,15;;;;;199,40;0,00;159,27;23,77;;;;;;;;;5,77;59,59;2,15;51,24;5,67;58,56;2,11;50,35;2,14;;0,11;2,74;12,81;731,37;;0,00;0,00;0,00;1,47;731,37;33,89;35,16;616,80;674,42;32,84;57,62;3,20;3,85;39,15;92,04;;795,00;519,24;0,03;0,76;3,54;0,03;0,76;0,00;0,12;0,55;0,03;0,64;2,99
2019;100,388076;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;222,06;0,08;1,97;;;;;200,56;0,00;153,46;27,42;;;;;;;;;5,70;58,95;2,12;50,68;6,28;64,94;2,34;55,84;2,14;;0,12;2,81;13,21;733,74;;0,00;0,00;0,00;1,48;733,74;34,14;35,40;597,32;653,38;31,81;56,06;3,15;3,86;38,47;92,24;;795,00;561,96;0,06;1,38;6,47;0,06;1,38;0,02;0,41;1,92;0,04;0,97;4,55
2020;102,334403;EGY;818,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;204,34;0,03;0,75;;;;;198,61;0,00;150,01;25,78;;;;;;;;;5,58;57,80;2,08;49,70;5,64;58,47;2,10;50,27;2,14;;0,12;2,79;13,14;658,73;;0,00;0,00;0,00;1,33;658,73;30,73;31,81;560,24;616,15;30,00;55,91;3,15;3,65;35,64;87,11;;795,00;601,63;0,09;2,05;9,68;0,09;2,05;0,03;0,62;2,91;0,06;1,44;6,78
1965;0,276296;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;0,283506;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;0,291786;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;0,299416;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;0,304;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;0,303986;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;0,298852;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;0,289508;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;0,277656;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;0,265762;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;0,255808;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976;0,247969;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1977;0,24216;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;0,239681;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;0,241977;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;0,249931;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;0,26437;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;0,284638;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;0,308208;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;0,331554;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;0,352116;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;0,369024;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;0,382977;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;0,394973;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;0,40662;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;0,419188;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;0,432844;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,30;;;;;;;;;;;;;;;;;
1992;0,447269;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;0,10;;0,30;;;;;;;;;;;;;;;;;
1993;0,462637;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,00;0,25;;0,30;;;;;;;;;;;;;;;;;
1994;0,479099;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,00;0,25;;0,30;;;;;;;;;;;;;;;;;
1995;0,496768;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,00;0,35;;0,56;;;;;;;;;;;;;;;;;
1996;0,515844;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,00;0,84;;0,56;;;;;;;;;;;;;;;;;
1997;0,536459;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,00;2,97;;0,56;;;;;;;;;;;;;;;;;
1998;0,558496;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,00;4,11;;0,56;;;;;;;;;;;;;;;;;
1999;0,581765;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,00;4,95;;0,56;;;;;;;;;;;;;;;;;
2000;0,60618;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,00;118,00;5,70;9,00;0,80;;;;;;;;;;;;;;;;;
2001;0,631662;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180,00;194,00;9,36;14,00;1,11;;;;;;;;;;;;;;;;;
2002;0,658388;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214,00;230,00;11,10;16,00;1,10;;;;;;;;;;;;;;;;;
2003;0,68667;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241,00;266,00;12,72;25,00;1,28;;;;;;;;;;;;;;;;;
2004;0,716949;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;303,00;351,00;16,56;48,00;1,77;;;;;;;;;;;;;;;;;
2005;0,749527;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304,88;380,18;17,47;75,30;1,81;;;;;;;;;;;;;;;;;
2006;0,784494;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343,47;364,30;17,25;20,82;1,76;;;;;;;;;;;;;;;;;
2007;0,821686;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351,55;373,60;17,73;22,05;1,71;;;;;;;;;;;;;;;;;
2008;0,860839;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348,58;369,11;17,58;20,54;1,71;;;;;;;;;;;;;;;;;
2009;0,901589;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,66;332,05;15,64;22,39;1,71;;;;;;;;;;;;;;;;;
2010;0,94364;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286,43;306,11;14,46;19,68;1,71;;;;;;;;;;;;;;;;;
2011;0,986861;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;279,93;300,64;14,17;20,71;1,71;;;;;;;;;;;;;;;;;
2012;1,031191;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299,48;319,73;15,16;20,24;1,71;;;;;;;;;;;;;;;;;
2013;1,076412;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;261,42;282,14;13,23;20,71;1,71;;;;;;;;;;;;;;;;;
2014;1,122273;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265,57;284,40;13,28;18,83;1,10;;;;;;;;;;;;;;;;;
2015;1,168575;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242,33;259,73;12,10;17,40;1,10;;;;;;;;;;;;;;;;;
2016;1,215181;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203,68;223,08;10,34;19,40;1,10;;;;;;;;;;;;;;;;;
2017;1,262008;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174,08;195,28;8,97;21,20;1,10;;;;;;;;;;;;;;;;;
2018;1,308966;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157,20;176,26;8,12;19,07;1,10;;;;;;;;;;;;;;;;;
2019;1,355982;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,63;160,28;7,40;16,65;1,10;;;;;;;;;;;;;;;;;
2020;1,402985;GNQ;226,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145,70;160,90;7,49;15,20;1,10;;;;;;;;;;;;;;;;;
1965;1,290406;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;1,304984;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;1,319249;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;1,333174;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;1,34682;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;1,360206;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;1,373298;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;1,386074;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;1,39847;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;1,410467;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;1,422052;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976;1,433173;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1977;1,443891;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;1,454266;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;1,464423;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;1,474438;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;1,483879;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;1,49264;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;1,501422;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;1,511193;EST;233,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;1,522405;EST;233,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;38,46;0,24;5,81;;;;;17,83;;;;;;;;;;;;0,10;1,05;0,04;0,90;;;;;;;0,00;0,00;0,00;65,74;;0,00;0,00;0,00;0,15;65,74;3,42;3,48;;;;;;0,43;280,10;10,19;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1986;1,536034;EST;233,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;38,48;0,25;5,88;;;;;17,95;;;;;;;;;;;;0,09;0,95;0,03;0,82;;;;;;;0,00;0,00;0,00;64,97;;0,00;0,00;0,00;0,14;64,97;3,39;3,44;;;;;;0,42;276,28;10,14;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1987;1,551209;EST;233,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;38,96;0,25;5,93;;;;;17,90;;;;;;;;;;;;0,10;1,03;0,04;0,89;;;;;;;0,00;0,00;0,00;65,63;;0,00;0,00;0,00;0,15;65,63;3,42;3,47;;;;;;0,43;277,72;10,29;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1988;1,5642;EST;233,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;37,97;0,24;5,65;;;;;17,63;;;;;;;;;;;;0,11;1,11;0,04;0,96;;;;;;;0,00;0,00;0,00;65,96;;0,00;0,00;0,00;0,15;65,96;3,45;3,50;;;;;;0,42;270,73;10,11;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
